index,index.1,index.1.1,is_GAC,is_maserati,is_daihatsu,is_porsche,is_ds,is_smart,is_seres,is_cadillac,is_דודג',is_infinity,is_alfa-romeo,is_buick,is_sangiang,is_mini,is_dacia,is_landrover,is_volvo,is_chrysler,is_opel,is_isuzu,is_mercedes,is_lexus,is_audi,is_citroen,is_bmw,is_mitsubishi,is_subaru,is_ford,is_jeep,is_volkswagen,is_suzuki,is_peugeot,is_reno,is_tesla,is_nissan,is_chevrolet,is_mazda,is_skoda,is_MG,is_hyundai,is_siat,is_fiat,is_honda,is_kia,is_toyota,is_cupra,year,engine_size,current_mileage,hand,gearBox,is_private_import,is_rented,is_leasing,is_company,is_private,next_test_in,annual_licensing_fee,car_length,large,small,mini,medium
2018,2036,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5238095238095326,0.09740873841498016,0.10680201005025125,2,2,0,0,0,0,1,0.49999999999999994,0.02726564528693845,0.5081593927893737,0,1,0,0
1684,1696,1696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714285714306,0.40192926045016075,0.23115577889447236,6,1,0,0,0,0,1,0.25,0.16307452609711762,0.8751423149905124,1,0,0,0
230,231,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9047619047619122,0.21240779269907323,0.027585929648241206,2,1,0,0,0,0,1,0.3333333333333333,0.3245910153206959,0.7457305502846301,0,0,0,1
503,506,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.060147531681482874,0.035175879396984924,1,1,0,0,1,0,0,0.16666666666666669,0.0576473643209556,0.4174573055028463,0,1,0,0
1174,1179,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.21108379042935504,0.06834170854271357,2,1,0,0,0,0,1,0.8333333333333333,0.3939236561931966,0.7442125237191652,0,0,0,1
1598,1610,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428612,0.21240779269907323,0.04723618090452261,1,1,0,0,0,0,1,0.5833333333333333,0.9999999999999999,0.7867172675521823,1,0,0,0
1953,1969,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714285714306,0.5343294874219785,0.24623115577889446,2,1,0,0,0,0,1,0.16666666666666669,0.16307452609711762,0.7798861480075903,1,0,0,0
1192,1197,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.060147531681482874,0.16420904522613064,1,1,0,0,1,0,0,0.25,0.0576473643209556,0.5882352941176472,0,0,0,1
1004,1009,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.952380952380949,0.023453754492150564,0.034170854271356785,2,1,0,0,0,0,1,0.08333333333333333,0.24175538821085432,0.7567362428842506,0,0,0,1
836,840,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8095238095238102,0.17457915642141103,0.13668341708542714,1,1,0,0,1,0,0,0.49999999999999994,0.18800311607374706,0.631878557874763,0,0,0,1
1498,1506,1506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142918,0.11726877246075279,0.18592964824120603,2,1,0,0,0,0,1,0.7499999999999999,0.0991950142820047,0.5161290322580645,0,1,0,0
374,376,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.11802534518630603,0.05025125628140703,1,1,0,0,0,0,1,0.16666666666666669,0.2957673331602181,0.6489563567362431,0,0,0,1
2183,2203,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8095238095238102,0.11783620200491773,0.07038592964824121,1,1,0,0,1,0,0,0.6666666666666666,0.18800311607374706,0.7495256166982922,0,0,0,1
2859,2888,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.3050879515793456,0.07839195979899498,3,1,0,0,0,0,1,0.25,0.2957673331602181,0.825426944971537,1,0,0,0
1737,1749,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.1492339701153773,0.0,1,1,0,0,0,0,1,0.25,0.9999999999999999,0.6060721062618597,0,0,0,1
2421,2442,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714285714306,0.11783620200491773,0.12628341708542712,3,1,0,0,0,0,1,0.16666666666666669,0.0991950142820047,0.7153700189753323,0,0,0,1
2712,2740,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.1346699451484774,0.14063517587939697,1,1,0,1,0,0,0,0.0,0.12282524019735133,0.6629981024667932,0,0,0,1
751,754,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.06109324758842444,0.1268110552763819,1,1,0,0,1,0,0,0.5833333333333333,0.0576473643209556,0.4288425047438331,0,1,0,0
99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.13675052014374883,0.15276381909547737,1,1,0,0,1,0,0,0.49999999999999994,0.2957673331602181,0.631878557874763,0,0,0,1
1677,1689,1689,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.09324758842443731,0.08381909547738693,2,1,0,0,0,0,1,0.6666666666666666,0.2957673331602181,0.628462998102467,0,0,0,1
866,871,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8095238095238102,0.13334594287875923,0.058876381909547734,1,1,0,0,1,0,0,0.49999999999999994,0.18800311607374706,0.6299810246679318,0,0,0,1
910,915,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.21184036315490828,0.06342713567839196,1,1,0,0,0,0,1,0.16666666666666669,0.24798753570501167,0.6717267552182165,0,0,0,1
2791,2819,2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.12956307925099297,0.1367396984924623,1,2,0,1,0,0,0,0.0,0.18800311607374706,0.6394686907020875,0,0,0,1
529,532,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.06109324758842444,0.07135678391959799,1,1,0,1,0,0,0,0.0,0.0576473643209556,0.4288425047438331,0,1,0,0
636,639,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285694,0.307168526574617,0.25326633165829143,3,2,0,0,0,0,1,0.0,0.21111399636458064,0.9867172675521825,1,0,0,0
185,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6190476190476204,0.060904104407036114,0.15276381909547737,2,1,0,0,0,0,1,0.16666666666666669,0.08439366398338091,0.518406072106262,0,1,0,0
1289,1295,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8571428571428612,0.4881785511632306,0.020100502512562814,1,1,0,0,0,0,1,0.49999999999999994,0.9999999999999999,0.6793168880455409,0,0,0,1
2806,2834,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.3062228106676754,0.11457286432160804,2,1,0,0,0,0,1,0.49999999999999994,0.643209555959491,0.8178368121442126,1,0,0,0
931,936,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.20975978815963686,0.036180904522613064,2,1,0,0,1,0,0,0.08333333333333333,0.9999999999999999,0.8516129032258064,1,0,0,0
1612,1624,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.09835445432192169,0.14050653266331659,1,1,0,0,0,0,1,0.8333333333333333,0.2957673331602181,0.5677419354838711,0,1,0,0
2271,2291,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.13675052014374883,0.135678391959799,3,1,0,0,0,0,1,0.0,0.2957673331602181,0.7571157495256169,0,0,0,1
1948,1964,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.13675052014374883,0.1149678391959799,1,1,0,1,0,0,0,0.0,0.18800311607374706,0.6576850094876661,0,0,0,1
1941,1957,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5238095238095326,0.20994893134102516,0.12663316582914572,2,1,0,0,0,0,1,0.9166666666666666,0.21968319916904702,0.733965844402277,0,0,0,1
607,610,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4761904761904816,0.21165121997351993,0.13031356783919598,3,1,0,0,0,0,1,0.3333333333333333,0.12698000519345623,0.6584440227703985,0,0,0,1
1748,1760,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.11802534518630603,0.0,1,1,0,0,0,0,1,0.8333333333333333,0.9999999999999999,0.631878557874763,0,0,0,1
151,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7142857142857224,0.13542651787403065,0.05624422110552764,1,1,0,0,0,0,1,0.3333333333333333,0.18800311607374706,0.6774193548387097,0,0,0,1
2877,2907,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7619047619047592,0.21259693588046152,0.0893467336683417,1,1,0,0,0,1,0,0.3333333333333333,0.24798753570501167,0.6774193548387097,0,0,0,1
2119,2139,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.09211272933610742,0.06934673366834171,1,1,0,0,1,0,0,0.08333333333333333,0.2957673331602181,0.7426944971537002,0,0,0,1
731,734,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8571428571428612,0.13675052014374883,0.08648241206030151,1,1,0,0,0,0,1,0.8333333333333333,0.18800311607374706,0.6402277039848199,0,0,0,1
1299,1305,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7619047619047592,0.13542651787403065,0.1407035175879397,2,1,0,0,1,0,0,0.7499999999999999,0.18800311607374706,0.6129032258064517,0,0,0,1
1556,1564,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666714,0.09249101569888407,0.15577889447236182,3,1,0,1,0,0,0,0.3333333333333333,0.08439366398338091,0.6091081593927894,0,0,0,1
2703,2731,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428612,0.2069226404388122,0.10552763819095477,1,1,0,0,1,0,0,0.3333333333333333,0.6455466112698001,0.6565464895635675,0,0,0,1
23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8095238095238102,0.09835445432192169,0.09748743718592964,1,1,0,0,1,0,0,0.25,0.18800311607374706,0.7495256166982922,0,0,0,1
1618,1630,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7619047619047592,0.09835445432192169,0.13869346733668342,2,1,0,0,1,0,0,0.9999999999999999,0.18800311607374706,0.7495256166982922,0,0,0,1
158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.061282390769812733,0.07155075376884422,1,2,0,0,0,0,1,0.8333333333333333,0.0576473643209556,0.29601518026565476,0,0,1,0
861,866,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6190476190476204,0.20975978815963686,0.1185929648241206,2,1,0,0,0,0,1,0.08333333333333333,0.28096598286159435,0.6413662239089184,0,0,0,1
902,907,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7142857142857224,0.21259693588046152,0.11207738693467337,2,1,0,0,0,0,1,0.0,0.24798753570501167,0.6755218216318786,0,0,0,1
2536,2561,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7142857142857224,0.20673349725742385,0.21809045226130652,2,1,0,0,0,0,1,0.6666666666666666,0.43702934302778496,0.8220113851992412,1,0,0,0
2229,2249,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.952380952380949,0.21240779269907323,0.002010050251256281,1,1,0,0,0,0,1,0.5833333333333333,0.3245910153206959,0.7457305502846301,0,0,0,1
444,446,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.13675052014374883,0.041775879396984926,1,1,0,0,0,0,1,0.0,0.2957673331602181,0.6648956356736244,0,0,0,1
2910,2940,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6190476190476204,0.28068848118025347,0.08542713567839195,4,1,0,0,0,0,1,0.0,0.28096598286159435,0.7571157495256169,0,0,0,1
2004,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.2033289199924343,0.0,1,1,0,0,0,0,1,0.16666666666666669,0.9999999999999999,0.8500948766603416,1,0,0,0
923,928,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8095238095238102,0.13334594287875923,0.11823015075376885,1,1,0,0,0,0,1,0.0,0.18800311607374706,0.6299810246679318,0,0,0,1
2942,2972,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666714,0.060904104407036114,0.08836984924623115,2,1,0,0,0,0,1,0.16666666666666669,0.08439366398338091,0.4846299810246679,0,1,0,0
2080,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3809523809523796,0.17476829960279933,0.10438793969849246,2,1,0,0,0,0,1,0.4166666666666667,0.14204102830433654,0.5920303605313093,0,0,0,1
311,313,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.060904104407036114,0.05125628140703518,1,1,0,0,0,0,1,0.08333333333333333,0.18800311607374706,0.5415559772296015,0,1,0,0
548,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0864384338944581,1.0050251256281407e-06,1,1,0,0,1,0,0,0.8333333333333333,0.16852765515450532,0.7806451612903227,1,0,0,0
2647,2674,2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.11083790429355023,0.1708542713567839,1,1,0,0,1,0,0,0.4166666666666667,0.18800311607374706,0.7104364326375712,0,0,0,1
2127,2147,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8095238095238102,0.023453754492150564,0.1658221105527638,1,1,0,0,1,0,0,0.49999999999999994,0.18800311607374706,0.7495256166982922,0,0,0,1
306,308,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.06109324758842444,0.11557788944723618,1,1,0,1,0,0,0,0.49999999999999994,0.0576473643209556,0.4288425047438331,0,1,0,0
287,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.06109324758842444,0.05125628140703518,2,1,0,0,0,0,1,0.0,0.0576473643209556,0.4288425047438331,0,1,0,0
694,697,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7619047619047592,0.21259693588046152,0.13065326633165827,1,1,0,0,1,0,0,0.8333333333333333,0.24798753570501167,0.6774193548387097,0,0,0,1
308,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.13675052014374883,0.07791959798994974,1,1,0,0,0,0,1,0.3333333333333333,0.2957673331602181,0.7381404174573056,0,0,0,1
2296,2317,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428612,0.17457915642141103,0.05443417085427135,1,1,0,0,1,0,0,0.16666666666666669,0.24175538821085432,0.7362428842504745,0,0,0,1
749,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2857142857142918,0.13675052014374883,0.1392321608040201,2,1,0,0,0,0,1,0.16666666666666669,0.05037652557777203,0.6812144212523721,0,0,0,1
1204,1210,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666714,0.13675052014374883,0.12060301507537688,2,1,0,0,1,0,0,0.5833333333333333,0.14126200986756685,0.7278937381404176,0,0,0,1
908,913,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.11745791564214109,0.10974874371859296,2,1,0,0,0,0,1,0.08333333333333333,0.12282524019735133,0.5180265654648957,0,1,0,0
2404,2425,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.11764705882352938,0.027135678391959798,1,1,1,0,0,0,0,0.0,0.9999999999999999,0.7582542694497154,0,0,0,1
2356,2377,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7142857142857224,0.09324758842443731,0.08743718592964823,1,1,0,1,0,0,0,0.3333333333333333,0.18800311607374706,0.5893738140417459,0,0,0,1
1356,1363,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8095238095238102,0.13542651787403065,0.035175879396984924,2,1,0,0,0,0,1,0.3333333333333333,0.18800311607374706,0.5578747628083491,0,1,0,0
2468,2489,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7142857142857224,0.09835445432192169,0.10328643216080402,2,1,0,0,0,0,1,0.08333333333333333,0.24798753570501167,0.7453510436432638,0,0,0,1
970,975,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428612,0.11083790429355023,0.06733668341708543,1,1,0,0,0,0,1,0.16666666666666669,0.16852765515450532,0.6246679316888046,0,0,0,1
13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8095238095238102,0.13542651787403065,0.135678391959799,1,1,0,1,0,0,0,0.3333333333333333,0.18800311607374706,0.6774193548387097,0,0,0,1
873,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6666666666666714,0.13675052014374883,0.1325145728643216,2,1,0,0,0,0,1,0.5833333333333333,0.14126200986756685,0.7305502846299812,0,0,0,1
808,812,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.060904104407036114,0.00020100502512562814,2,1,0,0,1,0,0,0.16666666666666669,0.18800311607374706,0.6022770398481974,0,0,0,1
2552,2578,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.21108379042935504,0.09748743718592964,1,1,0,0,0,0,1,0.7499999999999999,0.643209555959491,0.755597722960152,0,0,0,1
514,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8571428571428612,0.17457915642141103,0.07336683417085427,1,1,0,0,0,0,1,0.8333333333333333,0.43702934302778496,0.8220113851992412,1,0,0,0
2523,2548,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.1346699451484774,0.12722412060301508,1,1,0,1,0,0,0,0.0,0.12282524019735133,0.6629981024667932,0,0,0,1
