index,index.1,index.1.1,is_GAC,is_maserati,is_daihatsu,is_porsche,is_ds,is_smart,is_seres,is_cadillac,is_דודג',is_infinity,is_alfa-romeo,is_buick,is_sangiang,is_mini,is_dacia,is_landrover,is_volvo,is_chrysler,is_opel,is_isuzu,is_mercedes,is_lexus,is_audi,is_citroen,is_bmw,is_mitsubishi,is_subaru,is_ford,is_jeep,is_volkswagen,is_suzuki,is_peugeot,is_reno,is_tesla,is_nissan,is_chevrolet,is_mazda,is_skoda,is_MG,is_hyundai,is_siat,is_fiat,is_honda,is_kia,is_toyota,is_cupra,year,engine_size,current_mileage,hand,gearBox,is_private_import,is_rented,is_leasing,is_company,is_private,next_test_in,annual_licensing_fee,car_length,large,small,mini,medium
1229,1235,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9047619047619122,0.11745791564214109,0.023115577889447236,1,1,0,0,1,0,0,0.49999999999999994,0.16852765515450532,0.5180265654648957,0,1,0,0
857,862,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6190476190476204,0.13675052014374883,0.1708542713567839,2,1,0,0,1,0,0,0.4166666666666667,0.14126200986756685,0.7305502846299812,0,0,0,1
859,864,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6190476190476204,0.09249101569888407,0.1487437185929648,1,1,0,0,0,0,1,0.4166666666666667,0.18280965982861594,0.5893738140417459,0,0,0,1
1830,1843,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6190476190476204,0.11745791564214109,0.13065326633165827,2,1,0,0,0,0,1,0.16666666666666669,0.14126200986756685,0.7172675521821632,0,0,0,1
2401,2422,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.21240779269907323,0.07236180904522613,2,1,0,0,0,0,1,0.6666666666666666,0.643209555959491,0.4516129032258065,0,1,0,0
1874,1889,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428612,0.11802534518630603,0.04020100502512563,1,1,0,0,0,0,1,0.3333333333333333,0.6455466112698001,0.6618595825426945,0,0,0,1
1877,1893,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7619047619047592,0.023453754492150564,0.08040201005025126,2,1,0,0,0,0,1,0.25,0.0576473643209556,0.51157495256167,0,1,0,0
393,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666714,0.060904104407036114,0.07638190954773869,2,1,0,1,0,0,0,0.5833333333333333,0.18280965982861594,0.6383301707779887,0,0,0,1
2073,2092,2092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6190476190476204,0.4961225647815396,0.09246231155778895,3,1,0,0,0,0,1,0.16666666666666669,0.3939236561931966,0.8592030360531309,1,0,0,0
2605,2631,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.11083790429355023,0.11055276381909547,3,1,0,0,0,1,0,0.4166666666666667,0.18800311607374706,0.7104364326375712,0,0,0,1
543,546,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8571428571428612,0.11745791564214109,0.1031537688442211,1,1,0,1,0,0,0,0.0,0.16852765515450532,0.5180265654648957,0,1,0,0
2895,2925,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.43975789672782295,0.13969849246231156,1,1,0,0,0,0,1,0.5833333333333333,0.643209555959491,0.8368121442125238,1,0,0,0
1047,1052,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5238095238095326,0.21259693588046152,0.1849246231155779,2,1,0,0,0,0,1,0.0,0.3939236561931966,0.6337760910815939,0,0,0,1
790,794,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7142857142857224,0.21259693588046152,0.18894472361809045,1,1,0,0,0,0,1,0.25,0.2957673331602181,0.6755218216318786,0,0,0,1
1477,1485,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3333333333333428,0.582750141857386,0.14170854271356784,2,1,0,0,0,0,1,0.7499999999999999,0.21968319916904702,0.8178368121442126,1,0,0,0
2643,2670,2670,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.5246831851711746,0.0,1,1,0,0,0,0,1,0.16666666666666669,0.9999999999999999,0.8907020872865277,1,0,0,0
1720,1732,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5714285714285694,0.5086060147531681,0.20100502512562812,1,1,0,0,1,0,0,0.6666666666666666,0.28096598286159435,0.9407969639468692,1,0,0,0
2601,2627,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428612,0.21259693588046152,0.04020100502512563,1,1,0,0,0,0,1,0.6666666666666666,0.3991171124383277,0.6774193548387097,0,0,0,1
120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380949,0.1492339701153773,0.005728643216080402,1,1,0,0,0,0,1,0.3333333333333333,0.6455466112698001,0.683111954459203,0,0,0,1
1106,1111,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238102,0.20975978815963686,0.1708542713567839,1,1,0,0,0,0,1,0.3333333333333333,0.643209555959491,0.6979127134724858,0,0,0,1
2751,2779,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.060147531681482874,0.17480904522613064,1,1,0,0,1,0,0,0.3333333333333333,0.0576473643209556,0.5882352941176472,0,0,0,1
651,654,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666714,0.060904104407036114,0.1135678391959799,2,1,0,0,0,0,1,0.8333333333333333,0.08439366398338091,0.4846299810246679,0,1,0,0
1926,1942,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857224,0.20975978815963686,8.241206030150753e-05,5,1,0,0,0,0,1,0.16666666666666669,0.43702934302778496,0.5969639468690704,0,0,0,1
313,315,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047592,0.09835445432192169,0.1236180904522613,2,1,0,0,0,0,1,0.16666666666666669,0.2957673331602181,0.6690702087286529,0,0,0,1
2586,2612,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428612,0.07055040665783999,0.08225125628140703,1,1,0,1,0,0,0,0.8333333333333333,0.0576473643209556,0.36812144212523723,0,0,1,0
233,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7142857142857224,0.09835445432192169,0.15175879396984923,2,1,0,0,1,0,0,0.0,0.24798753570501167,0.7453510436432638,0,0,0,1
783,787,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8571428571428612,0.11783620200491773,0.08743718592964823,1,1,0,0,1,0,0,0.0,0.24175538821085432,0.7495256166982922,0,0,0,1
