index,version,CompanyName,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,next_test_in,annual_licensing_fee,car_length,price
2477,שברולט מאליבו LT,שברולט,2016,1490 ליטר בנזין,1490,בנזין,"108,000",2,1,שחור מטלי,פרטית,6,2019,492.3,73000
2478,סיאט איביזה CUPRA,סיאט,2013,1390 ליטר בנזין,1390,בנזין,"70,000",4,1,שן פיל,פרטית,5,1584,406.1,57000
2479,מיצובישי ספייס סטאר SUPREME,מיצובישי,2022,1193 ליטר בנזין,1193,בנזין,0,1,1,שחור,ליסינג,11,1235,406.1,92000
2480,לקסוס RX 450H TECH,לקסוס,2014,3456 ליטר בנזין,3456,בנזין,"140,000",2,1,שחור מטלי,פרטית,2,2397,477.0,131000
2481,ב.מ.וו סדרה 3 316I S,ב.מ.וו,2015,1598 ליטר בנזין,1598,בנזין,"75,000",5,1,לבן,פרטית,3,1962,462.4,103000
2482,סיטרואן ברלינגו COMFORT PLUS,סיטרואן,2018,1560 ליטר דיזל,1560,דיזל,"114,494",1,2,לבן,ליסינג,8,1604,438.0,69900
2483,סקודה ראפיד AMBITION,סקודה,2017,1197 ליטר בנזין,1197,בנזין,"120,000",1,1,כסף מטלי,חברה,12,1353,448.3,51000
2484,יונדאי I35 INSPIRE,יונדאי,2011,1591 ליטר בנזין,1591,בנזין,"200,000",3,1,כסוף כהה מטלי,ליסינג,10,1262,453.0,29900
2485,אאודי A6 LIMITED,אאודי,2017,1798 ליטר בנזין,1798,בנזין,"108,000",2,1,שחור מטלי,ליסינג,7,3357,493.3,160000
2486,יונדאי IX35 SUPREME,יונדאי,2011,1998 ליטר בנזין,1998,בנזין,"128,000",2,1,לבן,פרטית,3,1427,441.0,64900
2487,מאזדה 3 SPORT,מאזדה,2018,1998 ליטר בנזין,1998,בנזין,"38,000",2,1,כסף,פרטית,7,1604,458.0,100000
2488,פיאט 500X POP,פיאט,2017,1368 ליטר בנזין,1368,בנזין,"96,715",1,1,לבן,השכרה,9,1604,424.8,71642
2489,סקודה אוקטביה STYLE,סקודה,2016,1395 ליטר בנזין,1395,בנזין,"102,770",2,1,קפה מטאלי,פרטית,2,1835,465.9,72500
2490,אאודי A8,אאודי,2014,2995 ליטר בנזין,2995,בנזין,"139,000",2,1,כסוף בהיר,פרטית,1,2397,269.5,147000
2491,סקודה קארוק AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"93,000",1,1,אפור בהיר מטלי,ליסינג,8,1604,438.2,109500
2492,פורד אקספלורר LUXURY,פורד,2016,3497 ליטר בנזין,3497,בנזין,"81,000",1,1,שחור,פרטית,5,3357,501.3,156500
2493,ב.מ.וו סדרה 3 318I BUSINESS,ב.מ.וו,2022,1998 ליטר בנזין,1998,בנזין,1,1,1,שחור,פרטית,11,3366,501.3,263355
2494,ב.מ.וו סדרה 1 118I STYLE PLAY,ב.מ.וו,2022,1499 ליטר בנזין,1499,בנזין,1,1,1,שחור,פרטית,11,2417,501.3,204900
2495,מרצדס S קלאס S350 D 4MATIC LUXURY,מרצדס,2020,2925 ליטר דיזל,2925,דיזל,"48,000",2,1,שחור,פרטית,8,4731,525.5,640000
2496,יונדאי איוניק HYBRID PREMIUM,יונדאי,2018,1580 ליטר בנזין,1580,בנזין,"140,000",1,1,לבן,פרטית,6,1604,447.0,92000
2497,קאדילאק ATS LUXURY SR,קאדילאק,2016,1998 ליטר בנזין,1998,בנזין,"150,000",3,1,אפור,פרטית,11,1962,464.3,109000
2498,טויוטה אוריס HYBRID TS,טויוטה,2018,1798 ליטר בנזין,1798,בנזין,"181,519",1,1,כסף,ליסינג,8,1604,459.5,65000
2499,טויוטה אוריס HYBRID TS,טויוטה,2018,1798 ליטר בנזין,1798,בנזין,"183,558",1,1,כסף,ליסינג,9,1604,459.5,65000
2500,אופל אסטרה סטיישן ENJOY,אופל,2015,1364 ליטר בנזין,1364,בנזין,"221,704",2,1,כסף,ליסינג,3,1424,469.8,25000
2501,קיה ספורטז' PREMIUM GT,קיה,2018,1591 ליטר בנזין,1591,בנזין,"55,000",2,1,לבן,פרטית,11,2019,448.0,129000
2502,מרצדס GLS 450 4MATIC PREMIUM,מרצדס,2021,2999 ליטר בנזין,2999,בנזין,"26,000",2,1,לבן,פרטית,2,4731,415.9,720000
2503,פיאט קובו ACTIVE,פיאט,2016,1248 ליטר דיזל,1248,דיזל,"122,861",1,1,לבן,השכרה,2,1604,395.9,42783
2504,קיה ספורטז' URBAN,קיה,2018,1591 ליטר בנזין,1591,בנזין,"154,000",1,1,אפור מטל,ליסינג,10,1604,448.0,88250
2505,יונדאי I20 INSPIRE,יונדאי,2011,1396 ליטר בנזין,1396,בנזין,"190,000",1,1,כחול מטל,ליסינג,4,1074,394.0,29000
2506,יונדאי סנטה פה LUXURY,יונדאי,2011,2349 ליטר בנזין,2349,בנזין,"97,000",2,1,שחור מטלי,פרטית,11,1508,466.0,77900
2507,פיאט קובו ACTIVE,פיאט,2017,1248 ליטר דיזל,1248,דיזל,"210,000",1,2,לבן,חברה,11,1353,395.9,310000
2508,MG 350 DE LUXE,MG,2013,1498 ליטר בנזין,1498,בנזין,"100,000",4,1,לבן,פרטית,2,1205,452.1,26000
2509,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"161,978",1,1,אפור,ליסינג,4,1102,424.5,38486
2510,פיג'ו 208 ACCESS,פיג'ו,2017,1199 ליטר בנזין,1199,בנזין,"118,810",1,1,אפור,השכרה,12,1102,397.3,48424
2511,פיג'ו 208 ACCESS,פיג'ו,2017,1199 ליטר בנזין,1199,בנזין,"121,250",1,1,לבן,השכרה,11,1102,397.3,48040
2512,מרצדס AMG GT43 4MATIC EDITION,מרצדס,2020,2999 ליטר בנזין,2999,בנזין,"18,000",1,1,שחור,פרטית,4,4731,397.3,850000
2513,ניסאן מיקרה VISIA,ניסאן,2018,1198 ליטר בנזין,1198,בנזין,"94,000",3,1,לבן,פרטית,4,1102,382.5,62400
2514,אלפא רומיאו מיטו VELOCE,אלפא,2019,1368 ליטר בנזין,1368,בנזין,"57,000",1,1,לבן,פרטית,2,2130,382.5,115000
2515,פולקסווגן טיגואן COMFORTLINE,פולקסווגן,2008,1984 ליטר בנזין,1984,בנזין,"130,000",2,1,כחול מטל,פרטית,3,1508,445.7,34000
2516,מיצובישי לנסר INVITE,מיצובישי,2011,1499 ליטר בנזין,1499,בנזין,"160,000",2,1,אפור כהה מטלי,פרטית,4,1262,457.0,21000
2517,סאנגיונג רודיוס DLX,סאנגיונג,2018,2157 ליטר דיזל,2157,דיזל,"76,008",1,1,אפור כהה,ליסינג,5,2563,513.0,139988
2518,וולבו S80 T4 BUSINESS,וולבו,2013,1595 ליטר בנזין,1595,בנזין,"215,000",3,1,לבן,ליסינג,7,1962,485.1,40000
2519,מרצדס GLS 450 4MATIC PREMIUM,מרצדס,2021,2999 ליטר בנזין,2999,בנזין,26,1,1,לבן,פרטית,2,4731,485.1,650000
2520,פולקסווגן ג'טה TRENDLINE,פולקסווגן,2014,1197 ליטר בנזין,1197,בנזין,"155,000",1,1,כסף מטלי,ליסינג,1,1424,464.4,44000
2521,טויוטה קורולה SUN,טויוטה,2019,1798 ליטר בנזין,1798,בנזין,"72,459",1,1,שחור,ליסינג,1,1811,463.0,121900
2522,סיאט איביזה REFERENCE,סיאט,2018,999 ליטר בנזין,999,בנזין,"101,049",1,1,שחור,ליסינג,11,1102,405.9,73000
2523,ב.מ.וו סדרה 1 118I BUSINESS,ב.מ.וו,2020,1499 ליטר בנזין,1499,בנזין,"22,000",1,1,שחור,פרטית,11,2417,431.9,160000
2524,יונדאי סונטה HYBRID LIMITED,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"120,000",1,1,אפור מטאלי,פרטית,10,2019,485.5,109000
2525,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"183,509",1,1,אפור,ליסינג,4,1102,424.5,37460
2526,פיאט דובלו קומבי 1.3 ACTIVE,פיאט,2015,1248 ליטר דיזל,1248,דיזל,"209,000",2,2,לבן,חברה,1,1424,439.0,35000
2527,סקודה אוקטביה AMBITION,סקודה,2016,1197 ליטר בנזין,1197,בנזין,"157,866",2,1,לבן,ליסינג,4,1604,465.9,64000
2528,יונדאי טוסון PANORAMIC,יונדאי,2019,1999 ליטר בנזין,1999,בנזין,"38,000",1,1,שחור,חברה,1,2417,448.0,144000
2529,יונדאי I35 INSPIRE,יונדאי,2016,1591 ליטר בנזין,1591,בנזין,"169,000",1,1,לבן,ליסינג,11,1424,455.0,60000
2530,ג'יפ רנגלר SPORT,ג'יפ,2013,3604 ליטר בנזין,3604,בנזין,"89,000",2,1,ירוק מטל,פרטית,6,1962,422.3,178000
2531,טויוטה קורולה SUN,טויוטה,2015,1598 ליטר בנזין,1598,בנזין,"123,000",1,1,לבן,ליסינג,2,1424,462.0,71990
2532,וולבו XC60 T5 MOMENTUM PL,וולבו,2018,1969 ליטר בנזין,1969,בנזין,"166,650",1,1,לבן,ליסינג,5,3357,468.8,223000
2533,סקודה קודיאק AMBITION,סקודה,2018,1395 ליטר בנזין,1395,בנזין,"113,302",1,1,אפור,ליסינג,2,2019,468.8,151900
2534,שברולט ספארק LT,שברולט,2018,1399 ליטר בנזין,1399,בנזין,"107,000",3,1,לבן,פרטית,11,1102,363.6,54000
2535,פורד אדג' SEL SEL,פורד,2017,1999 ליטר בנזין,1999,בנזין,"104,000",2,1,לבן,חברה,7,2563,479.0,128000
2536,אאודי A5 TECK PACK,אאודי,2017,1984 ליטר בנזין,1984,בנזין,"83,000",2,1,שחור מטאלי,פרטית,5,3357,479.0,208000
2537,אאודי Q5 LUXURY TPACK,אאודי,2017,1984 ליטר בנזין,1984,בנזין,"105,000",1,1,אפור כהה מטלי,פרטית,7,3357,466.3,228000
2538,מיצובישי L-200 INSTYLE,מיצובישי,2018,2442 ליטר דיזל,2442,דיזל,"188,540",1,1,לבן,ליסינג,6,2563,520.5,139900
2539,פיאט קובו ACTIVE,פיאט,2016,1368 ליטר בנזין,1368,בנזין,"77,000",1,2,לבן,השכרה,7,1102,395.9,35000
2540,יונדאי I10 PREMIUM,יונדאי,2017,998 ליטר בנזין,998,בנזין,"88,000",1,1,אפור כהה,ליסינג,1,1102,366.5,59000
2541,סקודה סקאלה AMBITION,סקודה,2021,999 ליטר בנזין,999,בנזין,"3,000",1,1,שחור מטלי,ליסינג,3,1529,399.7,112900
2542,קיה סיד LX,קיה,2014,1591 ליטר בנזין,1591,בנזין,"239,000",1,1,לבן,ליסינג,7,1424,431.0,29000
2543,טויוטה C-HR HYBRID CITY,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"105,000",1,1,כסוף כהה מטלי,פרטית,7,1604,436.0,119000
2544,רנו קלאוס F1,רנו,2011,2486 ליטר בנזין,2486,בנזין,"229,000",5,1,כסף מטלי,פרטית,4,1427,452.0,26000
2545,סקודה אוקטביה AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"93,000",1,1,לבן,ליסינג,10,1604,467.0,79900
2546,פיג'ו 208 ACCESS,פיג'ו,2017,1199 ליטר בנזין,1199,בנזין,"109,339",1,1,שחור,השכרה,11,1102,397.3,49120
2547,סיטרואן ברלינגו LIVE,סיטרואן,2019,1499 ליטר דיזל,1499,דיזל,"131,000",1,2,לבן,ליסינג,6,1811,440.3,84900
2548,פיג'ו 301 ACTIVE,פיג'ו,2017,1587 ליטר בנזין,1587,בנזין,"126,588",1,1,כסוף,השכרה,1,1353,444.2,42545
2549,סקודה קודיאק EXCLUSIVE,סקודה,2017,1984 ליטר בנזין,1984,בנזין,"130,000",2,1,בז,פרטית,4,2563,444.2,165000
2550,מאזדה 3 ACTIVE,מאזדה,2015,1496 ליטר בנזין,1496,בנזין,"145,000",1,1,כסוף כהה,השכרה,5,1424,458.5,55000
2551,קיה אופטימה EX,קיה,2018,1999 ליטר בנזין,1999,בנזין,"174,000",1,1,לבן,פרטית,7,2019,485.5,105000
2552,שברולט קרוז LT,שברולט,2018,1399 ליטר בנזין,1399,בנזין,"173,000",1,1,אפור כהה,ליסינג,3,1604,466.6,59000
2553,יונדאי טוסון PRIME PLUS,יונדאי,2018,1999 ליטר בנזין,1999,בנזין,"173,000",1,1,לבן,ליסינג,10,1835,447.5,95000
2554,קיה ספורטז' URBAN,קיה,2018,1999 ליטר בנזין,1999,בנזין,"169,000",1,1,לבן,ליסינג,6,1835,448.0,110000
2555,קיה ספורטז' URBAN,קיה,2016,1999 ליטר בנזין,1999,בנזין,"135,000",3,1,שחור,פרטית,5,1835,448.0,98000
2556,סקודה סופרב AMBITION,סקודה,2018,1798 ליטר בנזין,1798,בנזין,"117,000",1,1,אפור מטאלי,פרטית,2,2019,486.1,109000
2557,שברולט ספארק LT,שברולט,2018,1399 ליטר בנזין,1399,בנזין,"102,000",2,1,שחור מטלי,פרטית,6,1102,363.6,56400
2558,רנו קליאו LIFE,רנו,2017,1197 ליטר בנזין,1197,בנזין,"110,145",1,1,אפור,השכרה,11,1102,406.3,52844
2559,אאודי A3 SPORTBACK SHARP ASST,אאודי,2019,1498 ליטר בנזין,1498,בנזין,"33,000",1,1,לבן,פרטית,2,3366,431.3,155000
2560,מרצדס GLE 350D 4MATIC COUPE AMG,מרצדס,2018,2987 ליטר דיזל,2987,דיזל,"102,000",1,1,לבן,פרטית,1,3357,431.3,429500
2561,סקודה סופרב EXCLUSIVE,סקודה,2016,1968 ליטר דיזל,1968,דיזל,"217,000",2,1,שחור מטלי,פרטית,9,2563,486.1,99900
2562,קרייזלר טאוון &קאנטרי LX,קרייזלר,2007,3301 ליטר בנזין,3301,בנזין,"170,000",3,1,שחור,פרטית,4,1508,509.4,17000
2563,סקודה סופרב L AND K,סקודה,2016,1984 ליטר בנזין,1984,בנזין,"116,000",6,1,לבן,פרטית,1,2563,486.1,149999
2564,סיטרואן ברלינגו MLS COMF PK,סיטרואן,2016,1560 ליטר דיזל,1560,דיזל,"203,000",2,2,לבן,פרטית,5,1835,438.0,56770
2565,פיאט 500X POP,פיאט,2017,1368 ליטר בנזין,1368,בנזין,"133,126",1,1,לבן,השכרה,9,1604,424.8,67000
2566,ב.מ.וו X7 XDRIVE 40I M SUPERIOR,ב.מ.וו,2021,2998 ליטר בנזין,2998,בנזין,"8,000",1,1,לבן,פרטית,4,4731,515.1,785000
2567,ב.מ.וו סדרה 7 740E iPERFORMANCE LUXURY,ב.מ.וו,2018,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,"80,000",1,1,לבן,פרטית,3,3357,515.1,411500
2568,דאצ'יה לודגי LAUREATE,דאצ'יה,2017,1197 ליטר בנזין,1197,בנזין,"94,005",1,2,לבן,השכרה,11,1102,449.8,46885
2569,קיה ריו EX,קיה,2012,1399 ליטר בנזין,1399,בנזין,"305,000",2,1,כסף מטלי,פרטית,1,1205,425.0,20800
2570,סקודה אוקטביה AMBITION,סקודה,2014,1197 ליטר בנזין,1197,בנזין,"280,000",2,1,כסף מטלי,פרטית,7,1424,465.9,31900
2571,טויוטה אוונסיס EXECUTIVE,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"120,000",1,1,כחול כהה,השכרה,1,1835,475.0,67000
2572,טויוטה לנד קרוזר TS 60TH,טויוטה,2012,2982 ליטר דיזל,2982,דיזל,"275,000",4,1,לבן,ממשלתי,8,2397,476.0,195000
2573,מאזדה CX-3 ZOOM,מאזדה,2021,1998 ליטר בנזין,1998,בנזין,0,1,1,שחור מטלי,ליסינג,11,1811,427.5,145000
2574,סקודה אוקטביה AMBITION,סקודה,2019,999 ליטר בנזין,999,בנזין,"108,402",1,1,לבן,ליסינג,11,1604,496.1,96060
2575,יונדאי אלנטרה INSPIRE SR,יונדאי,2018,1591 ליטר בנזין,1591,בנזין,"76,937",1,1,כסוף,ליסינג,5,1604,457.0,87900
2576,מיצובישי אאוטלנדר SUPREME,מיצובישי,2017,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,"155,000",2,1,לבן,פרטית,5,2019,469.5,115900
2577,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"163,115",1,1,אפור,ליסינג,5,1102,424.5,39500
2578,מרצדס C קלאס C200 LUXURY LINE,מרצדס,2018,1991 ליטר בנזין,1991,בנזין,"97,000",1,1,לבן,פרטית,10,3357,468.6,221000
2579,רנו קליאו EX PACK PLUS,רנו,2018,1461 ליטר דיזל,1461,דיזל,"134,424",1,1,לבן,ליסינג,11,1353,426.7,52900
2580,סקודה אוקטביה AMBITION,סקודה,2018,1395 ליטר בנזין,1395,בנזין,"170,000",2,1,אפור כהה מטלי,ליסינג,1,1604,467.0,76900
2581,טויוטה יאריס SOL,טויוטה,2012,1329 ליטר בנזין,1329,בנזין,"99,803",2,1,תכלת מטאלי,פרטית,10,1205,388.5,49900
2582,מאזדה 3,מאזדה,2021,1998 ליטר בנזין,1998,בנזין,"3,700",1,1,כסף,פרטית,3,2130,466.0,139500
2583,סוזוקי CROSSOVER GLX,סוזוקי,2018,1373 ליטר בנזין,1373,בנזין,"117,647",1,1,לבן,ליסינג,3,1604,430.0,82900
2584,פיג'ו 301 ACTIVE,פיג'ו,2017,1587 ליטר בנזין,1587,בנזין,"135,583",1,1,כחול,השכרה,1,1353,444.2,43930
2585,פיאט טיפו COMFORT,פיאט,2018,1598 ליטר בנזין,1598,בנזין,"110,932",1,1,לבן,ליסינג,11,1353,457.1,53230
2586,טויוטה C-HR HYBRID PASSION PLUS,טויוטה,2020,1798 ליטר בנזין,1798,בנזין,"57,755",1,1,אדום,ליסינג,12,2417,439.0,128000
2587,ב.מ.וו סדרה 3 320I LUXURY,ב.מ.וו,2015,1997 ליטר בנזין,1997,בנזין,"995,000",2,1,שחור,פרטית,8,2397,482.4,116900
2588,מאזדה 2 ACTIVE,מאזדה,2011,1498 ליטר בנזין,1498,בנזין,"185,000",3,1,כסף,פרטית,2,1074,426.3,26000
2589,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"168,722",1,1,לבן,ליסינג,5,1102,424.5,37872
2590,פיאט 500 1.2 LOUNGE,פיאט,2012,1242 ליטר בנזין,1242,בנזין,"108,000",2,1,שחור,פרטית,6,1424,355.0,30000
2591,יונדאי I20 PREMIUM,יונדאי,2011,1396 ליטר בנזין,1396,בנזין,"125,000",1,1,תכלת,פרטית,4,1074,394.0,36500
2592,סובארו XV 2.0 EYESIGHT,סובארו,2019,1995 ליטר בנזין,1995,בנזין,"25,600",1,1,לבן,פרטית,11,1835,446.5,129500
2593,הונדה CR-V COMFORT,הונדה,2013,1997 ליטר בנזין,1997,בנזין,"90,000",1,1,אפור,פרטית,4,1693,457.0,76500
2594,קיה סורנטו LX,קיה,2020,2199 ליטר דיזל,2199,דיזל,"30,000",1,1,לבן,פרטית,8,3366,480.0,250000
2595,סובארו XV CROSSTYLE,סובארו,2022,1995 ליטר בנזין,1995,בנזין,0,1,1,כסף,פרטית,11,1811,486.1,164000
2596,סובארו XV CROSSTYLE,סובארו,2022,1995 ליטר בנזין,1995,בנזין,0,1,1,שחור,פרטית,11,1811,486.1,164000
2597,סובארו XV CROSSTYLE,סובארו,2022,1995 ליטר בנזין,1995,בנזין,0,1,1,לבן,פרטית,11,1811,486.1,164000
2598,אופל זפירה ENJOY,אופל,2017,1364 ליטר בנזין,1364,בנזין,"120,000",1,1,לבן,ליסינג,5,2019,465.8,65000
2599,סוזוקי בלנו GLX,סוזוקי,2018,1242 ליטר בנזין,1242,בנזין,"121,000",2,1,לבן,ליסינג,11,1102,399.5,60000
2600,קיה פורטה LX,קיה,2018,1582 ליטר דיזל,1582,דיזל,"180,000",2,1,לבן,פרטית,1,1604,456.0,60000
2601,פיג'ו 308 SW ACTIVE,פיג'ו,2018,1199 ליטר בנזין,1199,בנזין,"90,205",1,1,לבן,ליסינג,4,1604,458.5,72162
2602,קיה ספורטז' URBAN,קיה,2017,1999 ליטר בנזין,1999,בנזין,"85,500",1,1,שחור,פרטית,11,1835,448.0,106500
2603,טויוטה אוריס HYBRID,טויוטה,2012,1798 ליטר בנזין,1798,בנזין,"176,000",2,1,לבן,ליסינג,1,1424,424.5,43000
2604,סקודה ראפיד AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"153,028",1,1,לבן,ליסינג,9,1353,448.3,56000
2605,פורד פוקוס TREND,פורד,2012,1596 ליטר בנזין,1596,בנזין,"161,798",3,1,לבן,ליסינג,6,1424,455.6,18000
2606,מרצדס S קלאס S500 VISION,מרצדס,2014,4663 ליטר בנזין,4663,בנזין,"100,000",2,1,לבן,פרטית,4,2397,511.6,249000
2607,מיצובישי אטראז INSTYLE,מיצובישי,2018,1193 ליטר בנזין,1193,בנזין,"38,000",1,1,אפור,פרטית,5,1102,424.5,67000
