index,version,CompanyName,year,is_GAC,is_maserati,is_daihatsu,is_porsche,is_ds,is_smart,is_seres,is_cadillac,is_דודג',is_infinity,is_alfa-romeo,is_buick,is_sangiang,is_mini,is_dacia,is_landrover,is_volvo,is_chrysler,is_opel,is_isuzu,is_mercedes,is_lexus,is_audi,is_citroen,is_bmw,is_mitsubishi,is_subaru,is_ford,is_jeep,is_volkswagen,is_suzuki,is_peugeot,is_reno,is_tesla,is_nissan,is_chevrolet,is_mazda,is_skoda,is_MG,is_hyundai,is_siat,is_fiat,is_honda,is_kia,is_toyota,is_cupra,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,is_private_import,is_rented,is_leasing,is_company,is_private,next_test_in,annual_licensing_fee,car_length,size,large,small,mini,medium
393,טויוטה C-HR HYBRID EXECUTIVE,טויוטה,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798 ליטר בנזין,1798,בנזין,66000,1,1,אפור,פרטית,0,0,0,0,1,8,2130,436.0,medium,0,0,0,1
727,סוזוקי CROSSOVER GLX,סוזוקי,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586 ליטר בנזין,1586,בנזין,107200,2,1,לבן,פרטית,0,0,0,0,1,2,1424,430.0,medium,0,0,0,1
1584,מיצובישי אטראז INSTYLE,מיצובישי,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193 ליטר בנזין,1193,בנזין,197594,1,1,אפור,ליסינג,0,0,1,0,0,4,1102,424.5,medium,0,0,0,1
2490,אאודי A8,אאודי,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995 ליטר בנזין,2995,בנזין,139000,2,1,כסוף בהיר,פרטית,0,0,0,0,1,1,2397,269.5,mini,0,0,1,0
2426,מרצדס CLA קלאס CLA200 URBAN,מרצדס,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595 ליטר בנזין,1595,בנזין,144000,3,1,לבן,פרטית,0,0,0,0,1,3,2563,463.0,medium,0,0,0,1
14,קיה ספורטז' URBAN,קיה,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1598 ליטר דיזל,1598,דיזל,131000,1,1,לבן,ליסינג,0,0,1,0,0,4,2130,448.5,medium,0,0,0,1
2974,פורד קוגה TREND,פורד,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498 ליטר בנזין,1498,בנזין,110000,2,1,לבן,ליסינג,0,0,1,0,0,5,1604,452.4,medium,0,0,0,1
1337,דאצ'יה דאסטר LAUREATE,דאצ'יה,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461 ליטר דיזל,1461,דיזל,60000,2,1,אפור כהה מטלי,פרטית,0,0,0,0,1,1,1529,434.1,medium,0,0,0,1
1091,ב.מ.וו סדרה 5 530E SPORT M,ב.מ.וו,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,0,1,1,אפור,פרטית,0,0,0,0,1,8,4731,496.3,large,1,0,0,0
2287,סובארו B4 CLASSIC,סובארו,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498 ליטר בנזין,2498,בנזין,127000,1,1,אפור מטל,השכרה,0,1,0,0,0,2,2019,479.5,large,1,0,0,0
