index,version,CompanyName,is_GAC,is_maserati,is_daihatsu,is_porsche,is_ds,is_smart,is_seres,is_cadillac,is_דודג',is_infinity,is_alfa-romeo,is_buick,is_sangiang,is_mini,is_dacia,is_landrover,is_volvo,is_chrysler,is_opel,is_isuzu,is_mercedes,is_lexus,is_audi,is_citroen,is_bmw,is_mitsubishi,is_subaru,is_ford,is_jeep,is_volkswagen,is_suzuki,is_peugeot,is_reno,is_tesla,is_nissan,is_chevrolet,is_mazda,is_skoda,is_MG,is_hyundai,is_siat,is_fiat,is_honda,is_kia,is_toyota,is_cupra,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,is_private_import,is_rented,is_leasing,is_company,is_private,next_test_in,annual_licensing_fee,car_length,size,large,small,mini,medium,price
2738,פיאט קובו DYNAMIC,פיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,1360 ליטר בנזין,1360,בנזין,115000,2,2,כחול מטל,השכרה,0,1,0,0,0,1,985,395.9,small,0,1,0,0,27000
1001,מאזדה CX-5 SIGNATURE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021,2488 ליטר בנזין,2488,בנזין,3500,1,1,לבן,פרטית,0,0,0,0,1,5,3366,455.0,medium,0,0,0,1,220000
1591,סקודה פאביה STYLE,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,1197 ליטר בנזין,1197,בנזין,95000,2,1,לבן,פרטית,0,0,0,0,1,8,1353,399.2,small,0,1,0,0,69900
678,מרצדס CLA קלאס,מרצדס,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1332 ליטר בנזין,1332,בנזין,20000,1,1,שחור,פרטית,0,0,0,0,1,11,4731,415.7,small,0,1,0,0,330000
1223,ב.מ.וו X4 XDRIVE 20D SPORT,ב.מ.וו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1995 ליטר דיזל,1995,דיזל,150000,2,1,שחור,פרטית,0,0,0,0,1,1,3357,467.1,medium,0,0,0,1,165000
789,טויוטה יאריס SOL,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1496 ליטר בנזין,1496,בנזין,75000,1,1,לבן,ליסינג,0,0,1,0,0,1,1102,394.5,small,0,1,0,0,72500
1198,לנד רובר רינג' רובר ספורט HSE DYNAMIC,לנד,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1997 ליטר חשמל/בנזין,1997,חשמל/בנזין,36000,4,1,שחור,פרטית,0,0,0,0,1,6,4731,487.9,large,1,0,0,0,598000
2405,ניסאן קשקאי ACENTA SV,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,1197 ליטר בנזין,1197,בנזין,85000,1,1,שחור מטלי,פרטית,0,0,0,0,1,5,1693,437.7,medium,0,0,0,1,72500
2507,פיאט קובו ACTIVE,פיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,1248 ליטר דיזל,1248,דיזל,210000,1,2,לבן,חברה,0,0,0,1,0,11,1353,395.9,small,0,1,0,0,310000
936,אאודי A6 EXECUTIVE,אאודי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1984 ליטר בנזין,1984,בנזין,36000,2,1,לבן,ליסינג,0,0,1,0,0,2,4731,493.9,large,1,0,0,0,386400
62,קיה פיקנטו LX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1248 ליטר בנזין,1248,בנזין,140000,1,1,לבן,פרטית,0,0,0,0,1,1,985,359.5,mini,0,0,1,0,34900
655,מיצובישי לנסר INVITE,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1499 ליטר בנזין,1499,בנזין,185000,2,1,כסף,ליסינג,0,0,1,0,0,2,1262,457.0,medium,0,0,0,1,18999
2034,דאצ'יה דאסטר LAUREATE,דאצ'יה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1461 ליטר דיזל,1461,דיזל,150000,1,1,לבן,פרטית,0,0,0,0,1,11,1102,434.1,medium,0,0,0,1,75000
976,פולקסווגן פולו COMFORTLINE,פולקסווגן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,999 ליטר בנזין,999,בנזין,75000,1,1,כחול מטל,פרטית,0,0,0,0,1,10,1811,405.3,small,0,1,0,0,105900
2706,שברולט ספארק LT,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,1399 ליטר בנזין,1399,בנזין,76802,1,1,לבן,השכרה,0,1,0,0,0,6,1102,363.6,mini,0,0,1,0,63750
49,יונדאי טוסון SUPREME,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,1999 ליטר בנזין,1999,בנזין,99000,1,1,בז מטאלי,פרטית,0,0,0,0,1,10,2019,447.5,medium,0,0,0,1,119000
410,קיה פיקנטו EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,1248 ליטר בנזין,1248,בנזין,64568,1,1,תכלת,פרטית,0,0,0,0,1,8,985,359.5,mini,0,0,1,0,53900
2415,שברולט מאליבו LT,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,1998 ליטר בנזין,1998,בנזין,108000,3,1,שחור,פרטית,0,0,0,0,1,4,1693,486.4,large,1,0,0,0,54000
1074,דאצ'יה לודגי LAUREATE,דאצ'יה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1197 ליטר בנזין,1197,בנזין,103000,1,2,לבן,השכרה,0,1,0,0,0,1,1102,449.8,medium,0,0,0,1,40000
1919,טויוטה אייגו OPEN TOP,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,998 ליטר בנזין,998,בנזין,81904,1,1,אדום,ליסינג,0,0,1,0,0,5,1102,345.5,mini,0,0,1,0,52000
2024,מיצובישי אטראז INSTYLE,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1193 ליטר בנזין,1193,בנזין,192001,1,1,לבן,ליסינג,0,0,1,0,0,5,1102,424.5,medium,0,0,0,1,37872
1791,מיצובישי אאוטלנדר INSTYLE,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1998 ליטר בנזין,1998,בנזין,102000,1,1,לבן,ליסינג,0,0,1,0,0,5,1693,465.5,medium,0,0,0,1,90000
604,הונדה סיוויק COMFORT,הונדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,988 ליטר בנזין,988,בנזין,75920,1,1,לבן,פרטית,0,0,0,0,1,3,1604,451.8,medium,0,0,0,1,96900
988,אופל אסטרה סטיישן ENJOY,אופל,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1364 ליטר בנזין,1364,בנזין,185000,2,1,חום כהה,ליסינג,0,0,1,0,0,5,1424,469.8,medium,0,0,0,1,25999
928,קיה נירו EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,1580 ליטר בנזין,1580,בנזין,117639,1,1,לבן,פרטית,0,0,0,0,1,1,1604,435.5,medium,0,0,0,1,112900
1782,סובארו אימפרזה B3 RX,סובארו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1498 ליטר בנזין,1498,בנזין,112000,2,1,אפור בהיר,פרטית,0,0,0,0,1,3,1074,441.5,medium,0,0,0,1,100000
2413,יונדאי סונטה HYBRID PREMIUM,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,1999 ליטר בנזין,1999,בנזין,115000,1,1,לבן,ליסינג,0,0,1,0,0,5,2019,485.5,large,1,0,0,0,82000
1953,טויוטה קורולה SUN,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1598 ליטר בנזין,1598,בנזין,45000,1,1,ברונזה,פרטית,0,0,0,0,1,5,1604,462.0,medium,0,0,0,1,90000
2188,סקודה אוקטביה AMBITION,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,999 ליטר בנזין,999,בנזין,130000,1,1,שחור מטלי,ליסינג,0,0,1,0,0,8,1604,467.0,medium,0,0,0,1,68000
1924,מרצדס C קלאס C300 AMG 48V FL,מרצדס,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1991 ליטר בנזין,1991,בנזין,57000,2,1,לבן,פרטית,0,0,0,0,1,8,4731,468.6,medium,0,0,0,1,319500
374,מאזדה CX-5 EXECUTIVE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021,1998 ליטר בנזין,1998,בנזין,30000,1,1,לבן,פרטית,0,0,0,0,1,11,2417,455.0,medium,0,0,0,1,174000
2127,קיה ריו LX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,1396 ליטר בנזין,1396,בנזין,138000,2,1,שחור,ליסינג,0,0,1,0,0,1,1353,436.5,medium,0,0,0,1,49500
109,פורד פוקוס TREND,פורד,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1596 ליטר בנזין,1596,בנזין,143000,2,1,לבן,פרטית,0,0,0,0,1,1,1424,455.6,medium,0,0,0,1,24000
1119,פורד פוקוס TREND,פורד,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1596 ליטר בנזין,1596,בנזין,170000,2,1,כסף,ליסינג,0,0,1,0,0,11,1262,448.1,medium,0,0,0,1,16000
1134,מאזדה 3 ACTIVE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1496 ליטר בנזין,1496,בנזין,151000,2,1,לבן,ליסינג,0,0,1,0,0,4,1424,458.5,medium,0,0,0,1,56500
880,סוזוקי סוויפט GLS,סוזוקי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1242 ליטר בנזין,1242,בנזין,137636,1,1,ירוק מטאלי,פרטית,0,0,0,0,1,6,985,385.0,small,0,1,0,0,49900
1962,פולקסווגן ג'טה TRENDLINE,פולקסווגן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1197 ליטר בנזין,1197,בנזין,148000,2,1,שחור,פרטית,0,0,0,0,1,6,1424,464.4,medium,0,0,0,1,35500
1216,סקודה אוקטביה AMBITION,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,999 ליטר בנזין,999,בנזין,163000,2,1,אפור מטל,ליסינג,0,0,1,0,0,3,1604,467.0,medium,0,0,0,1,78000
482,קיה נירו EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,1580 ליטר בנזין,1580,בנזין,77000,1,1,אפור,ליסינג,0,0,1,0,0,5,1604,435.5,medium,0,0,0,1,102000
422,פיאט 500 0.9 SPORT,פיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,875 ליטר בנזין,875,בנזין,146081,3,2,צהוב,פרטית,0,0,0,0,1,6,1205,354.6,mini,0,0,1,0,32900
1221,פורד אקספלורר LIMITED,פורד,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3497 ליטר בנזין,3497,בנזין,118000,2,1,אדמדם מטאלי,ליסינג,0,0,1,0,0,5,2397,501.9,large,1,0,0,0,120999
2666,פיג'ו 5008 PREMIUM,פיג'ו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1598 ליטר בנזין,1598,בנזין,200000,3,1,שחור,ליסינג,0,0,1,0,0,2,1693,452.9,medium,0,0,0,1,21000
1801,פיג'ו 2008 ACTIVE GO,פיג'ו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1199 ליטר בנזין,1199,בנזין,134022,1,1,אפור,ליסינג,0,0,1,0,0,8,1353,415.9,small,0,1,0,0,67900
656,יונדאי איוניק HYBRID PREMIUM,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,1580 ליטר בנזין,1580,בנזין,82424,1,1,כסוף,ליסינג,0,0,1,0,0,8,1604,447.0,medium,0,0,0,1,94900
380,סקודה סופרב ELEGANCE,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,1798 ליטר בנזין,1798,בנזין,163000,3,1,אפור כהה מטלי,פרטית,0,0,0,0,1,5,1427,483.8,large,1,0,0,0,30000
1739,פיג'ו 208 ACCESS,פיג'ו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1199 ליטר בנזין,1199,בנזין,80500,1,1,אפור,השכרה,0,1,0,0,0,7,1102,397.3,small,0,1,0,0,47000
1059,פורד אקספלורר LIMITED,פורד,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3497 ליטר בנזין,3497,בנזין,179000,2,1,אפור בהיר מטלי,פרטית,0,0,0,0,1,4,2397,501.9,large,1,0,0,0,128900
403,יונדאי I20 INSPIRE,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,1396 ליטר בנזין,1396,בנזין,205000,2,1,ירקרק מטלי,ליסינג,0,0,1,0,0,2,1074,394.0,small,0,1,0,0,22000
343,סיאט אטקה STYLE,סיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,1498 ליטר בנזין,1498,בנזין,3522,1,1,אפור,פרטית,0,0,0,0,1,10,1811,438.1,medium,0,0,0,1,149900
2404,קיה פיקנטו LX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,1248 ליטר בנזין,1248,בנזין,158000,1,1,שחור מטאלי,פרטית,0,0,0,0,1,1,1102,359.5,mini,0,0,1,0,59500
2647,מיצובישי אקליפס קרוס INSTYLE,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1499 ליטר בנזין,1499,בנזין,5000,2,1,לבן,פרטית,0,0,0,0,1,10,2130,440.5,medium,0,0,0,1,155000
2007,פיאט 500 1.2 POP,פיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,1242 ליטר בנזין,1242,בנזין,114000,5,1,אפור כהה,פרטית,0,0,0,0,1,5,985,355.0,mini,0,0,1,0,25800
464,סיטרואן C4 פיקאסו COMFORT PK,סיטרואן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1598 ליטר בנזין,1598,בנזין,127000,2,1,אפור,ליסינג,0,0,1,0,0,7,1693,480.5,large,1,0,0,0,45999
2711,ניסאן NV200 COMBI,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,1461 ליטר דיזל,1461,דיזל,110000,1,2,לבן,פרטית,0,0,0,0,1,5,1811,440.0,medium,0,0,0,1,94000
1273,יונדאי אלנטרה GL,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,1591 ליטר בנזין,1591,בנזין,170000,1,1,כסף,ליסינג,0,0,1,0,0,5,1604,457.0,medium,0,0,0,1,65000
1344,יונדאי איוניק HYBRID PREMIUM,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,1580 ליטר בנזין,1580,בנזין,75595,1,1,לבן,ליסינג,0,0,1,0,0,1,1604,447.0,medium,0,0,0,1,95900
1193,יונדאי I20 INSIGHT,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012,1396 ליטר בנזין,1396,בנזין,162000,2,1,לבן,ליסינג,0,0,1,0,0,8,985,399.5,small,0,1,0,0,33000
1352,הונדה סיוויק LS,הונדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,1799 ליטר בנזין,1799,בנזין,182000,2,1,בז מטאלי,פרטית,0,0,0,0,1,1,1262,454.5,medium,0,0,0,1,20000
201,מאזדה CX-5 EXECUTIVE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020,1998 ליטר בנזין,1998,בנזין,12000,2,1,לבן,פרטית,0,0,0,0,1,6,2417,455.0,medium,0,0,0,1,171000
1024,ניסאן מיקרה VISIA,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,1198 ליטר בנזין,1198,בנזין,45000,2,1,לבן,השכרה,0,1,0,0,0,8,1102,382.5,small,0,1,0,0,49900
2589,מיצובישי אטראז INSTYLE,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1193 ליטר בנזין,1193,בנזין,168722,1,1,לבן,ליסינג,0,0,1,0,0,5,1102,424.5,medium,0,0,0,1,37872
853,רנו קליאו EX PACK PLUS,רנו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1461 ליטר דיזל,1461,דיזל,151333,1,1,לבן,ליסינג,0,0,1,0,0,6,1353,426.7,medium,0,0,0,1,47900
1740,מאזדה 3 ACTIVE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,1496 ליטר בנזין,1496,בנזין,173000,2,1,אפור,ליסינג,0,0,1,0,0,8,1424,446.5,medium,0,0,0,1,51000
1249,קיה נירו EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,1580 ליטר בנזין,1580,בנזין,165478,2,1,שחור,ליסינג,0,0,1,0,0,3,1604,435.5,medium,0,0,0,1,90000
1487,קיה ספורטז' URBAN,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1998 ליטר בנזין,1998,בנזין,90000,2,1,שחור,פרטית,0,0,0,0,1,8,1584,444.0,medium,0,0,0,1,69900
677,סיטרואן C4 קקטוס FUN,סיטרואן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1199 ליטר בנזין,1199,בנזין,163258,2,2,שחור,פרטית,0,0,0,0,1,3,1102,415.7,small,0,1,0,0,27999
55,יונדאי טוסון ELITE,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,1999 ליטר בנזין,1999,בנזין,22000,1,1,אפור,פרטית,0,0,0,0,1,11,2417,448.0,medium,0,0,0,1,157000
963,טויוטה קורולה SUN PLUS,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,1598 ליטר בנזין,1598,בנזין,100000,2,1,לבן,ליסינג,0,0,1,0,0,4,1424,454.5,medium,0,0,0,1,45900
2625,פיאט גראנד פונטו 1.2 ACTIVE,פיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,1242 ליטר בנזין,1242,בנזין,195000,3,2,לבן,השכרה,0,1,0,0,0,4,1074,403.0,small,0,1,0,0,11990
1104,קיה ספורטז' PREMIUM GT,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,1591 ליטר בנזין,1591,בנזין,95000,2,1,אדום,פרטית,0,0,0,0,1,3,2019,448.0,medium,0,0,0,1,109500
2063,יונדאי I10 PRIME,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,1248 ליטר בנזין,1248,בנזין,58578,1,1,לבן,ליסינג,0,0,1,0,0,3,1102,366.5,mini,0,0,1,0,63900
