index,version,CompanyName,is_GAC,is_maserati,is_daihatsu,is_porsche,is_ds,is_smart,is_seres,is_cadillac,is_דודג',is_infinity,is_alfa-romeo,is_buick,is_sangiang,is_mini,is_dacia,is_landrover,is_volvo,is_chrysler,is_opel,is_isuzu,is_mercedes,is_lexus,is_audi,is_citroen,is_bmw,is_mitsubishi,is_subaru,is_ford,is_jeep,is_volkswagen,is_suzuki,is_peugeot,is_reno,is_tesla,is_nissan,is_chevrolet,is_mazda,is_skoda,is_MG,is_hyundai,is_siat,is_fiat,is_honda,is_kia,is_toyota,is_cupra,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,is_private_import,is_rented,is_leasing,is_company,is_private,next_test_in,annual_licensing_fee,car_length,size,large,small,mini,medium,price
1559,שברולט בלייזר PREMIER,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,3649 ליטר בנזין,3649,בנזין,19000,1,1,אפור,פרטית,0,0,0,0,1,4,3366,486.2,large,1,0,0,0,229500
767,שברולט טראקס LS,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,1796 ליטר בנזין,1796,בנזין,157000,2,1,כסוף בהיר,פרטית,0,0,0,0,1,10,1424,424.8,medium,0,0,0,1,35900
369,יונדאי אלנטרה SUPREME,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,1591 ליטר בנזין,1591,בנזין,65000,1,1,שחור,פרטית,0,0,0,0,1,6,1604,457.0,medium,0,0,0,1,75000
1112,סקודה קארוק AMBITION,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,1498 ליטר בנזין,1498,בנזין,64900,2,1,לבן,ליסינג,0,0,1,0,0,2,2130,438.2,medium,0,0,0,1,122400
582,יונדאי IX35 ELITE,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,2359 ליטר בנזין,2359,בנזין,80367,2,1,חום מטאלי,פרטית,0,0,0,0,1,7,1427,441.0,medium,0,0,0,1,74900
800,קיה נירו EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,1580 ליטר בנזין,1580,בנזין,115000,1,1,כסף מטלי,השכרה,0,1,0,0,0,7,1604,435.5,medium,0,0,0,1,95000
2074,קיה סטוניק EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,998 ליטר בנזין,998,בנזין,36000,2,1,כסף,פרטית,0,0,0,0,1,1,1529,414.0,small,0,1,0,0,85000
2688,יונדאי ולוסטר SUPREME,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012,1591 ליטר בנזין,1591,בנזין,170000,2,1,שחור מטלי,פרטית,0,0,0,0,1,3,1584,422.0,medium,0,0,0,1,49000
1136,טויוטה קורולה SUN,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,1798 ליטר בנזין,1798,בנזין,64631,1,1,שחור מטאלי,ליסינג,0,0,1,0,0,2,1811,463.0,medium,0,0,0,1,110000
1578,סיטרואן C5 AIRCROSS FEEL,סיטרואן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1598 ליטר בנזין,1598,בנזין,94915,1,1,שחור,ליסינג,0,0,1,0,0,4,2130,450.0,medium,0,0,0,1,113900
1832,טויוטה C-HR HYBRID CITY,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1798 ליטר בנזין,1798,בנזין,100000,1,1,לבן,פרטית,0,0,0,0,1,5,1604,436.0,medium,0,0,0,1,125000
2264,טויוטה יאריס SOL,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1496 ליטר בנזין,1496,בנזין,137000,1,1,לבן,ליסינג,0,0,1,0,0,1,1102,394.5,small,0,1,0,0,79000
286,טויוטה RAV4 PREMIUM PLUS,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1987 ליטר בנזין,1987,בנזין,145000,2,1,כסף,פרטית,0,0,0,0,1,12,1508,454.9,medium,0,0,0,1,66000
354,מיני מיני ONE SALT,מיני,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1198 ליטר בנזין,1198,בנזין,60000,1,1,קרם,פרטית,0,0,0,0,1,5,1584,382.1,small,0,1,0,0,84500
1025,פיג'ו 3008 ACTIVE,פיג'ו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1598 ליטר בנזין,1598,בנזין,45000,1,1,אפור כהה,ליסינג,0,0,1,0,0,2,2417,444.7,medium,0,0,0,1,120000
1248,ג'יפ רנגלר 2D SPORTS ST,ג'יפ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1995 ליטר בנזין,1995,בנזין,19000,1,1,לבן,פרטית,0,0,0,0,1,2,3366,433.4,medium,0,0,0,1,289900
623,מיני קופר SE PASSION,מיני,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,חשמלי,1348,,5000,1,1,אפור,פרטית,0,0,0,0,1,1,3366,385.0,small,0,1,0,0,198000
2378,יונדאי טוסון OPEN SKY,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,1999 ליטר בנזין,1999,בנזין,120000,4,1,שחור,פרטית,0,0,0,0,1,1,2019,447.5,medium,0,0,0,1,104900
151,קיה ספורטז' URBAN,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,1591 ליטר בנזין,1591,בנזין,55963,1,1,אפור,פרטית,0,0,0,0,1,5,1604,448.0,medium,0,0,0,1,96900
1940,רנו קנגו UTHENTIC 2SD,רנו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1461 ליטר דיזל,1461,דיזל,76879,1,2,לבן,ליסינג,0,0,1,0,0,7,1811,428.2,medium,0,0,0,1,103450
1453,אינפיניטי Q50 SPORT TECH,אינפיניטי,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1991 ליטר בנזין,1991,בנזין,2300,1,1,לבן,פרטית,0,0,0,0,1,4,3366,481.0,large,1,0,0,0,210000
2163,מאזדה 3 SPORT,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,1998 ליטר בנזין,1998,בנזין,114000,1,1,כחול,השכרה,0,1,0,0,0,11,1604,458.0,medium,0,0,0,1,85000
2574,סקודה אוקטביה AMBITION,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,999 ליטר בנזין,999,בנזין,108402,1,1,לבן,ליסינג,0,0,1,0,0,11,1604,496.1,large,1,0,0,0,96060
2271,שברולט טרוורס LT,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,3564 ליטר בנזין,3564,בנזין,125000,2,1,אפור כחול מטלי,פרטית,0,0,0,0,1,5,1726,520.7,large,1,0,0,0,49000
1640,מאזדה CX-5 EXECUTIVE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019,1998 ליטר בנזין,1998,בנזין,98000,1,1,שחור,פרטית,0,0,0,0,1,2,2417,455.0,medium,0,0,0,1,122000
27,יונדאי I10 PRIME,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,1248 ליטר בנזין,1248,בנזין,45000,1,1,לבן,פרטית,0,0,0,0,1,8,1102,366.5,mini,0,0,1,0,57000
397,ניסאן X TRAIL VISIA,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,1598 ליטר דיזל,1598,דיזל,85000,1,1,שחור,פרטית,0,0,0,0,1,9,2019,464.0,medium,0,0,0,1,119000
1224,ב.מ.וו סדרה 5 530E iPERFORMANCE EXCLUSIVE,ב.מ.וו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,45000,1,1,אפור,פרטית,0,0,0,0,1,5,4731,493.6,large,1,0,0,0,344000
2997,סקודה קודיאק AMBITION,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,1395 ליטר בנזין,1395,בנזין,159800,1,1,זהב,ליסינג,0,0,1,0,0,5,2019,448.0,medium,0,0,0,1,132000
1965,ב.מ.וו סדרה 4 420I LUXURY,ב.מ.וו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1998 ליטר בנזין,1998,בנזין,159000,2,1,לבן,פרטית,0,0,0,0,1,5,3357,463.8,medium,0,0,0,1,168000
2886,מיני קופר S CHILLI,מיני,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1998 ליטר בנזין,1998,בנזין,15500,1,1,ירוק,פרטית,0,0,0,0,1,4,3366,385.0,small,0,1,0,0,250000
2722,פיג'ו 301 ACTIVE,פיג'ו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1587 ליטר בנזין,1587,בנזין,118039,1,1,אפור,השכרה,0,1,0,0,0,1,1353,444.2,medium,0,0,0,1,43450
1296,רנו מגאן LIFE,רנו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1461 ליטר דיזל,1461,דיזל,134818,1,1,לבן,ליסינג,0,0,1,0,0,9,1604,462.6,medium,0,0,0,1,74900
857,יונדאי איוניק HYBRID SUPREME,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,1580 ליטר בנזין,1580,בנזין,96411,1,1,כסוף,ליסינג,0,0,1,0,0,11,1604,447.0,medium,0,0,0,1,94900
685,ג'יפ רנגלר UNLIM,ג'יפ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1995 ליטר בנזין,1995,בנזין,1,1,1,לבן,פרטית,0,0,0,0,1,6,4731,488.2,large,1,0,0,0,459000
2322,מאזדה CX-5 EXECUTIVE,מאזדה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,1998 ליטר בנזין,1998,בנזין,77000,2,1,לבן,פרטית,0,0,0,0,1,2,2019,455.5,medium,0,0,0,1,101000
2336,קיה ספורטז' URBAN,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,1598 ליטר דיזל,1598,דיזל,87195,2,1,אפור,ליסינג,0,0,1,0,0,1,2130,448.5,medium,0,0,0,1,115600
2939,מיצובישי אטראז INSTYLE,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1193 ליטר בנזין,1193,בנזין,186958,1,1,אפור,ליסינג,0,0,1,0,0,11,985,424.5,medium,0,0,0,1,38000
212,טויוטה קורולה SUN,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1598 ליטר בנזין,1598,בנזין,106679,2,1,כסוף מטאלי,פרטית,0,0,0,0,1,8,1262,454.5,medium,0,0,0,1,47900
2294,קיה סיד LX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,1591 ליטר בנזין,1591,בנזין,170000,3,1,לבן,ליסינג,0,0,1,0,0,7,1262,447.0,medium,0,0,0,1,22900
2159,יונדאי I25 PREMIUM,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,1591 ליטר בנזין,1591,בנזין,170000,5,1,שחור,פרטית,0,0,0,0,1,5,1205,437.0,medium,0,0,0,1,35000
2209,שברולט ספארק LT,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,1399 ליטר בנזין,1399,בנזין,59582,2,1,לבן,פרטית,0,0,0,0,1,6,1102,363.6,mini,0,0,1,0,66900
1394,רנו קאדג'ר LIFE,רנו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1197 ליטר בנזין,1197,בנזין,29000,1,1,שחור מטלי,פרטית,0,0,0,0,1,3,1604,444.9,medium,0,0,0,1,106770
1080,פורד טרנזיט CUSTOM S,פורד,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1995 ליטר דיזל,1995,דיזל,10,1,1,כסף מטלי,פרטית,0,0,0,0,1,3,3366,497.3,large,1,0,0,0,282985
810,פיאט דובלו COMBI,פיאט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,1248 ליטר דיזל,1248,דיזל,200000,1,2,לבן,ליסינג,0,0,1,0,0,1,1604,460.5,medium,0,0,0,1,53000
48,יונדאי אלנטרה GL,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,1591 ליטר בנזין,1591,בנזין,110000,2,1,כסף,ליסינג,0,0,1,0,0,6,1604,457.0,medium,0,0,0,1,66000
1899,מיצובישי L-200 DESERT,מיצובישי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2268 ליטר דיזל,2268,דיזל,0,1,1,לבן,פרטית,0,0,0,0,1,11,3366,522.5,large,1,0,0,0,227000
2460,אאודי A8 SYCAMOREGREY,אאודי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2995 ליטר בנזין,2995,בנזין,80000,1,1,לבן,פרטית,0,0,0,0,1,6,2397,424.5,medium,0,0,0,1,189000
2092,אינפיניטי Q50 HYBRID GT,אינפיניטי,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3498 ליטר בנזין,3498,בנזין,92000,3,1,לבן,פרטית,0,0,0,0,1,3,2397,495.9,large,1,0,0,0,130000
2291,ניסאן X TRAIL TEKNA,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,1598 ליטר דיזל,1598,דיזל,135000,3,1,שחור,פרטית,0,0,0,0,1,1,2019,469.0,medium,0,0,0,1,165000
812,רנו קנגו AUTHENTIC,רנו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1197 ליטר בנזין,1197,בנזין,200,2,1,לבן,ליסינג,0,0,1,0,0,3,1604,428.2,medium,0,0,0,1,46000
339,ניסאן קשקאי ACENTA,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,1197 ליטר בנזין,1197,בנזין,33087,1,1,לבן,פרטית,0,0,0,0,1,10,1604,439.4,medium,0,0,0,1,114900
1116,יונדאי איוניק HYBRID PREMIUM,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,1580 ליטר בנזין,1580,בנזין,95733,1,1,לבן,ליסינג,0,0,1,0,0,3,1811,447.0,medium,0,0,0,1,96900
1365,ב.מ.וו סדרה 5 530E iPERFORMANCE EXCLUSIVE,ב.מ.וו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,63000,2,1,כסף,חברה,0,0,0,1,0,3,3357,493.6,large,1,0,0,0,275000
2506,יונדאי סנטה פה LUXURY,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,2349 ליטר בנזין,2349,בנזין,97000,2,1,שחור מטלי,פרטית,0,0,0,0,1,11,1508,466.0,medium,0,0,0,1,77900
2876,סקודה ראפיד AMBITION,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,999 ליטר בנזין,999,בנזין,97583,1,1,כסוף,ליסינג,0,0,1,0,0,11,1353,448.3,medium,0,0,0,1,75000
2644,טויוטה וורסו GLI,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1798 ליטר בנזין,1798,בנזין,180000,2,1,לבן,ליסינג,0,0,1,0,0,5,1835,446.0,medium,0,0,0,1,89900
1959,קיה פיקנטו LX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,1248 ליטר בנזין,1248,בנזין,130000,1,1,לבן,פרטית,0,0,0,0,1,5,1102,359.5,mini,0,0,1,0,43999
1245,שברולט ספארק LTZ,שברולט,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,1399 ליטר בנזין,1399,בנזין,40000,1,1,אדום זוהר,פרטית,0,0,0,0,1,3,1102,363.6,mini,0,0,1,0,52900
2416,קיה סורנטו URBAN,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,2359 ליטר בנזין,2359,בנזין,283800,1,1,לבן,ליסינג,0,0,1,0,0,5,2019,478.0,large,1,0,0,0,107000
1442,לקסוס IS 300H PREMIUM F,לקסוס,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2494 ליטר בנזין,2494,בנזין,135000,2,1,כסוף מילניום,פרטית,0,0,0,0,1,3,2563,466.5,medium,0,0,0,1,126500
499,סקודה אוקטביה ELEGANCE,סקודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011,1798 ליטר בנזין,1798,בנזין,224000,1,1,אפור,ליסינג,0,0,1,0,0,8,1369,456.9,medium,0,0,0,1,30500
2459,טויוטה היילקס,טויוטה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,2982 ליטר דיזל,2982,דיזל,191000,1,1,שחור מטלי,פרטית,0,0,0,0,1,2,1962,424.5,medium,0,0,0,1,142500
2862,אופל אינסיגניה EDITION,אופל,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1998 ליטר בנזין,1998,בנזין,179000,1,1,כסף מטלי,פרטית,0,0,0,0,1,3,1693,483.0,large,1,0,0,0,31000
790,ניסאן קשקאי ACENTA,ניסאן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,1332 ליטר בנזין,1332,בנזין,28000,1,1,אפור,פרטית,0,0,0,0,1,11,2130,439.4,medium,0,0,0,1,133900
2216,פולקסווגן גולף TRENDLINE,פולקסווגן,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1395 ליטר בנזין,1395,בנזין,43000,1,1,אפור בהיר,פרטית,0,0,0,0,1,6,1424,425.5,medium,0,0,0,1,69999
2853,יונדאי טוסון OPEN SKY,יונדאי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,1999 ליטר בנזין,1999,בנזין,149000,2,1,לבן,פרטית,0,0,0,0,1,9,2019,447.5,medium,0,0,0,1,99000
117,אאודי Q5 LUXURY,אאודי,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1984 ליטר בנזין,1984,בנזין,117000,1,1,שחור,פרטית,0,0,0,0,1,6,3357,466.3,medium,0,0,0,1,199999
1605,ב.מ.וו X7 XDRIVE 30D PURE EXCELLE,ב.מ.וו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2993 ליטר דיזל,2993,דיזל,0,1,1,שחור,פרטית,0,0,0,0,1,11,4731,515.1,large,1,0,0,0,790000
2349,קיה נירו EX,קיה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,1580 ליטר בנזין,1580,בנזין,140000,1,1,לבן,ליסינג,0,0,1,0,0,9,1604,435.5,medium,0,0,0,1,97000
2315,ב.מ.וו סדרה 5 530E M-SUPERIOR,ב.מ.וו,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,0,1,1,שחור מטלי,פרטית,0,0,0,0,1,3,4731,496.3,large,1,0,0,0,499000
